# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
3

# DegenGeom Type, Name, SurfNdx, MainSurfNdx, SymCopyNdx, GeomID, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,wing,0,0,0,YJWWQYCGDI,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 1.638000000000000123e+00, 0.000000000000000000e+00, 7.000000000000000666e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,40,41
# x,y,z,u,w
2.333956946628245266e+00, 3.750514351843295735e+00, 7.917841652543343711e-01, 3.363636363636363757e+00, 1.000000000000000000e+00
2.190955281844236602e+00, 3.750514351843295735e+00, 7.803205960505648076e-01, 3.363636363636363757e+00, 1.202623280057548483e+00
2.058498665288678087e+00, 3.750514351843295735e+00, 7.701322501219796113e-01, 3.363636363636363757e+00, 1.390270134667210167e+00
1.944189847897963341e+00, 3.750514351843295735e+00, 7.629735167161428855e-01, 3.363636363636363757e+00, 1.552087182916938923e+00
1.851521668706334944e+00, 3.750514351843295735e+00, 7.571597079404732700e-01, 3.363636363636363757e+00, 1.683268619962413837e+00
1.779970905029919059e+00, 3.750514351843295735e+00, 7.563020440955541268e-01, 3.363636363636363757e+00, 1.784389407890431656e+00
1.726923772185251504e+00, 3.750514351843295735e+00, 7.589557896932457304e-01, 3.363636363636363757e+00, 1.859352219759838221e+00
1.688873071491375111e+00, 3.750514351843295735e+00, 7.644828804644299147e-01, 3.363636363636363757e+00, 1.913329802836507776e+00
1.662596345844981727e+00, 3.750514351843295735e+00, 7.729976369959408178e-01, 3.363636363636363757e+00, 1.951387639801561935e+00
1.646123374433527520e+00, 3.750514351843295735e+00, 7.856684468795580578e-01, 3.363636363636363757e+00, 1.977824672561475872e+00
1.637999999999999901e+00, 3.750514351843295735e+00, 7.982106746614785475e-01, 3.363636363636363757e+00, 2.000000000000000000e+00
1.636486113762211314e+00, 3.750514351843295735e+00, 8.134093680138360094e-01, 3.363636363636363757e+00, 2.022175327438524128e+00
1.643326388235723190e+00, 3.750514351843295291e+00, 8.392833363367011579e-01, 3.363636363636363757e+00, 2.048612360198438065e+00
1.660567130672510050e+00, 3.750514351843295735e+00, 8.701887924318629786e-01, 3.363636363636363757e+00, 2.086670197163492446e+00
1.692109074633917132e+00, 3.750514351843295735e+00, 9.015409431751748581e-01, 3.363636363636363757e+00, 2.140647780240161779e+00
1.739986497421284195e+00, 3.750514351843295735e+00, 9.370939183325579513e-01, 3.363636363636363757e+00, 2.215610592109568344e+00
1.809155036756567858e+00, 3.750514351843295735e+00, 9.728004365375035878e-01, 3.363636363636363757e+00, 2.316731380037586163e+00
1.903600011056571173e+00, 3.750514351843295735e+00, 1.000783744432410582e+00, 3.363636363636363757e+00, 2.447912817083061299e+00
2.022541054438089070e+00, 3.750514351843295735e+00, 1.018359095255669144e+00, 3.363636363636363757e+00, 2.609729865332790055e+00
2.161477905124482568e+00, 3.750514351843295735e+00, 1.021287383681296124e+00, 3.363636363636363757e+00, 2.797376719942451295e+00
2.311537121233857128e+00, 3.750514351843295735e+00, 1.012233705318706711e+00, 3.363636363636363757e+00, 3.000000000000000000e+00
2.460896241787910110e+00, 3.750514351843295735e+00, 9.902356216871008865e-01, 3.363636363636363757e+00, 3.202623280057548705e+00
2.598421173438924647e+00, 3.750514351843295735e+00, 9.615031484855327548e-01, 3.363636363636363757e+00, 3.390270134667209945e+00
2.716384957848399839e+00, 3.750514351843295735e+00, 9.318091855514002431e-01, 3.363636363636363757e+00, 3.552087182916938701e+00
2.811729818017376203e+00, 3.750514351843295735e+00, 9.057673860080708295e-01, 3.363636363636363757e+00, 3.683268619962413837e+00
2.885055879235041143e+00, 3.750514351843295735e+00, 8.846198328464945915e-01, 3.363636363636363757e+00, 3.784389407890431656e+00
2.939289685862704005e+00, 3.750514351843295735e+00, 8.681979266242090265e-01, 3.363636363636363757e+00, 3.859352219759838221e+00
2.978209788093733934e+00, 3.750514351843295735e+00, 8.556544619019659237e-01, 3.363636363636363757e+00, 3.913329802836507554e+00
3.005555642133069583e+00, 3.750514351843295735e+00, 8.463043906578445741e-01, 3.363636363636363757e+00, 3.951387639801561935e+00
3.024509532685908386e+00, 3.750514351843295735e+00, 8.395848281967795979e-01, 3.363636363636363757e+00, 3.977824672561475872e+00
3.037520254965780264e+00, 3.750514351843295735e+00, 8.348584022925009673e-01, 3.363636363636363757e+00, 4.000000000000000000e+00
3.037520254965780264e+00, 3.894764903837268477e+00, 8.386357359333269645e-01, 3.454545454545454586e+00, 0.000000000000000000e+00
3.024727974074376213e+00, 3.894764903837268477e+00, 8.369996864949620363e-01, 3.454545454545454586e+00, 2.217532743852416652e-02
3.006106839328849922e+00, 3.894764903837268477e+00, 8.348913456264879240e-01, 3.454545454545454586e+00, 4.861236019843818978e-02
2.979271268922613736e+00, 3.894764903837268477e+00, 8.324210408891559165e-01, 3.454545454545454586e+00, 8.667019716349225189e-02
2.941139716269010940e+00, 3.894764903837268477e+00, 8.302887647810617278e-01, 3.454545454545454586e+00, 1.406477802401618626e-01
2.888115730564175809e+00, 3.894764903837268477e+00, 8.286021206016153107e-01, 3.454545454545454586e+00, 2.156105921095681499e-01
2.816639939797717318e+00, 3.894764903837268477e+00, 8.251182011061645172e-01, 3.454545454545454586e+00, 3.167313800375860522e-01
2.723921336415747518e+00, 3.894764903837268033e+00, 8.204485249992898854e-01, 3.454545454545454586e+00, 4.479128170830611877e-01
2.609550522595642796e+00, 3.894764903837268477e+00, 8.146932001242935817e-01, 3.454545454545454586e+00, 6.097298653327898332e-01
2.476996553486746855e+00, 3.894764903837268477e+00, 8.063605992180569171e-01, 3.454545454545454586e+00, 7.973767199424517393e-01
2.333956946628245266e+00, 3.894764903837268477e+00, 7.955614988951604793e-01, 3.454545454545454586e+00, 1.000000000000000000e+00
2.190955281844236602e+00, 3.894764903837268477e+00, 7.840979296913908048e-01, 3.454545454545454586e+00, 1.202623280057548483e+00
2.058498665288678087e+00, 3.894764903837268477e+00, 7.739095837628056085e-01, 3.454545454545454586e+00, 1.390270134667210167e+00
1.944189847897963119e+00, 3.894764903837268921e+00, 7.667508503569688827e-01, 3.454545454545454586e+00, 1.552087182916938923e+00
1.851521668706335166e+00, 3.894764903837268477e+00, 7.609370415812992672e-01, 3.454545454545454586e+00, 1.683268619962413837e+00
1.779970905029919059e+00, 3.894764903837268477e+00, 7.600793777363801240e-01, 3.454545454545454586e+00, 1.784389407890431656e+00
1.726923772185251504e+00, 3.894764903837268477e+00, 7.627331233340717276e-01, 3.454545454545454586e+00, 1.859352219759838221e+00
1.688873071491375111e+00, 3.894764903837268477e+00, 7.682602141052560230e-01, 3.454545454545454586e+00, 1.913329802836507776e+00
1.662596345844981505e+00, 3.894764903837268477e+00, 7.767749706367668150e-01, 3.454545454545454586e+00, 1.951387639801561935e+00
1.646123374433527520e+00, 3.894764903837268477e+00, 7.894457805203841660e-01, 3.454545454545454586e+00, 1.977824672561475872e+00
1.638000000000000123e+00, 3.894764903837268477e+00, 8.019880083023046557e-01, 3.454545454545454586e+00, 2.000000000000000000e+00
1.636486113762211314e+00, 3.894764903837268477e+00, 8.171867016546621176e-01, 3.454545454545454586e+00, 2.022175327438524128e+00
1.643326388235723412e+00, 3.894764903837268033e+00, 8.430606699775271551e-01, 3.454545454545454586e+00, 2.048612360198438065e+00
1.660567130672510050e+00, 3.894764903837268477e+00, 8.739661260726890868e-01, 3.454545454545454586e+00, 2.086670197163492446e+00
1.692109074633917132e+00, 3.894764903837268477e+00, 9.053182768160008553e-01, 3.454545454545454586e+00, 2.140647780240161779e+00
1.739986497421284195e+00, 3.894764903837268477e+00, 9.408712519733839486e-01, 3.454545454545454586e+00, 2.215610592109568344e+00
1.809155036756567858e+00, 3.894764903837268477e+00, 9.765777701783295850e-01, 3.454545454545454586e+00, 2.316731380037586163e+00
1.903600011056571173e+00, 3.894764903837268477e+00, 1.004561078073236802e+00, 3.454545454545454586e+00, 2.447912817083061299e+00
2.022541054438089070e+00, 3.894764903837268477e+00, 1.022136428896495142e+00, 3.454545454545454586e+00, 2.609729865332790055e+00
2.161477905124482568e+00, 3.894764903837268477e+00, 1.025064717322122121e+00, 3.454545454545454586e+00, 2.797376719942451295e+00
2.311537121233857128e+00, 3.894764903837268477e+00, 1.016011038959532709e+00, 3.454545454545454586e+00, 3.000000000000000000e+00
2.460896241787910110e+00, 3.894764903837268477e+00, 9.940129553279268837e-01, 3.454545454545454586e+00, 3.202623280057548705e+00
2.598421173438924647e+00, 3.894764903837268477e+00, 9.652804821263587520e-01, 3.454545454545454586e+00, 3.390270134667209945e+00
2.716384957848399839e+00, 3.894764903837268477e+00, 9.355865191922263513e-01, 3.454545454545454586e+00, 3.552087182916938701e+00
2.811729818017376203e+00, 3.894764903837268477e+00, 9.095447196488968267e-01, 3.454545454545454586e+00, 3.683268619962413837e+00
2.885055879235041143e+00, 3.894764903837268477e+00, 8.883971664873206997e-01, 3.454545454545454586e+00, 3.784389407890431656e+00
2.939289685862704005e+00, 3.894764903837268477e+00, 8.719752602650351347e-01, 3.454545454545454586e+00, 3.859352219759838221e+00
2.978209788093733934e+00, 3.894764903837268477e+00, 8.594317955427919209e-01, 3.454545454545454586e+00, 3.913329802836507554e+00
3.005555642133069583e+00, 3.894764903837268477e+00, 8.500817242986706823e-01, 3.454545454545454586e+00, 3.951387639801561935e+00
3.024509532685908386e+00, 3.894764903837268477e+00, 8.433621618376057061e-01, 3.454545454545454586e+00, 3.977824672561475872e+00
3.037520254965780264e+00, 3.894764903837268477e+00, 8.386357359333269645e-01, 3.454545454545454586e+00, 4.000000000000000000e+00
3.037520254965780264e+00, 4.039015455831241219e+00, 8.424130695741531838e-01, 3.545454545454545414e+00, 0.000000000000000000e+00
3.024727974074376213e+00, 4.039015455831241219e+00, 8.407770201357881446e-01, 3.545454545454545414e+00, 2.217532743852416652e-02
3.006106839328849922e+00, 4.039015455831241219e+00, 8.386686792673141433e-01, 3.545454545454545414e+00, 4.861236019843818978e-02
2.979271268922613736e+00, 4.039015455831241219e+00, 8.361983745299821358e-01, 3.545454545454545414e+00, 8.667019716349225189e-02
2.941139716269010940e+00, 4.039015455831241219e+00, 8.340660984218878360e-01, 3.545454545454545414e+00, 1.406477802401618626e-01
2.888115730564175809e+00, 4.039015455831241219e+00, 8.323794542424414189e-01, 3.545454545454545414e+00, 2.156105921095681499e-01
2.816639939797717318e+00, 4.039015455831241219e+00, 8.288955347469905144e-01, 3.545454545454545414e+00, 3.167313800375860522e-01
2.723921336415747518e+00, 4.039015455831240331e+00, 8.242258586401158826e-01, 3.545454545454545414e+00, 4.479128170830611877e-01
2.609550522595642796e+00, 4.039015455831241219e+00, 8.184705337651196899e-01, 3.545454545454545414e+00, 6.097298653327898332e-01
2.476996553486746855e+00, 4.039015455831241219e+00, 8.101379328588831363e-01, 3.545454545454545414e+00, 7.973767199424517393e-01
2.333956946628245266e+00, 4.039015455831241219e+00, 7.993388325359865876e-01, 3.545454545454545414e+00, 1.000000000000000000e+00
2.190955281844236602e+00, 4.039015455831241219e+00, 7.878752633322170240e-01, 3.545454545454545414e+00, 1.202623280057548483e+00
2.058498665288678087e+00, 4.039015455831241219e+00, 7.776869174036318277e-01, 3.545454545454545414e+00, 1.390270134667210167e+00
1.944189847897963119e+00, 4.039015455831242107e+00, 7.705281839977951019e-01, 3.545454545454545414e+00, 1.552087182916938923e+00
1.851521668706335166e+00, 4.039015455831241219e+00, 7.647143752221254864e-01, 3.545454545454545414e+00, 1.683268619962413837e+00
1.779970905029919059e+00, 4.039015455831241219e+00, 7.638567113772063433e-01, 3.545454545454545414e+00, 1.784389407890431656e+00
1.726923772185251504e+00, 4.039015455831241219e+00, 7.665104569748979468e-01, 3.545454545454545414e+00, 1.859352219759838221e+00
1.688873071491375111e+00, 4.039015455831241219e+00, 7.720375477460821312e-01, 3.545454545454545414e+00, 1.913329802836507776e+00
1.662596345844981505e+00, 4.039015455831241219e+00, 7.805523042775930342e-01, 3.545454545454545414e+00, 1.951387639801561935e+00
1.646123374433527520e+00, 4.039015455831241219e+00, 7.932231141612102743e-01, 3.545454545454545414e+00, 1.977824672561475872e+00
1.638000000000000123e+00, 4.039015455831241219e+00, 8.057653419431306530e-01, 3.545454545454545414e+00, 2.000000000000000000e+00
1.636486113762211314e+00, 4.039015455831241219e+00, 8.209640352954881148e-01, 3.545454545454545414e+00, 2.022175327438524128e+00
1.643326388235723412e+00, 4.039015455831240331e+00, 8.468380036183533743e-01, 3.545454545454545414e+00, 2.048612360198438065e+00
1.660567130672510050e+00, 4.039015455831241219e+00, 8.777434597135151950e-01, 3.545454545454545414e+00, 2.086670197163492446e+00
1.692109074633917132e+00, 4.039015455831241219e+00, 9.090956104568270746e-01, 3.545454545454545414e+00, 2.140647780240161779e+00
1.739986497421284195e+00, 4.039015455831241219e+00, 9.446485856142101678e-01, 3.545454545454545414e+00, 2.215610592109568344e+00
1.809155036756567858e+00, 4.039015455831241219e+00, 9.803551038191556932e-01, 3.545454545454545414e+00, 2.316731380037586163e+00
1.903600011056571173e+00, 4.039015455831241219e+00, 1.008338411714063021e+00, 3.545454545454545414e+00, 2.447912817083061299e+00
2.022541054438089070e+00, 4.039015455831241219e+00, 1.025913762537321361e+00, 3.545454545454545414e+00, 2.609729865332790055e+00
2.161477905124482568e+00, 4.039015455831241219e+00, 1.028842050962948340e+00, 3.545454545454545414e+00, 2.797376719942451295e+00
2.311537121233857128e+00, 4.039015455831241219e+00, 1.019788372600358706e+00, 3.545454545454545414e+00, 3.000000000000000000e+00
2.460896241787910110e+00, 4.039015455831241219e+00, 9.977902889687529919e-01, 3.545454545454545414e+00, 3.202623280057548705e+00
2.598421173438924647e+00, 4.039015455831241219e+00, 9.690578157671849713e-01, 3.545454545454545414e+00, 3.390270134667209945e+00
2.716384957848399839e+00, 4.039015455831241219e+00, 9.393638528330524595e-01, 3.545454545454545414e+00, 3.552087182916938701e+00
2.811729818017376203e+00, 4.039015455831241219e+00, 9.133220532897230459e-01, 3.545454545454545414e+00, 3.683268619962413837e+00
2.885055879235041143e+00, 4.039015455831241219e+00, 8.921745001281466969e-01, 3.545454545454545414e+00, 3.784389407890431656e+00
2.939289685862704005e+00, 4.039015455831241219e+00, 8.757525939058612430e-01, 3.545454545454545414e+00, 3.859352219759838221e+00
2.978209788093733934e+00, 4.039015455831241219e+00, 8.632091291836181401e-01, 3.545454545454545414e+00, 3.913329802836507554e+00
3.005555642133069583e+00, 4.039015455831241219e+00, 8.538590579394966795e-01, 3.545454545454545414e+00, 3.951387639801561935e+00
3.024509532685908386e+00, 4.039015455831241219e+00, 8.471394954784319253e-01, 3.545454545454545414e+00, 3.977824672561475872e+00
3.037520254965780264e+00, 4.039015455831241219e+00, 8.424130695741531838e-01, 3.545454545454545414e+00, 4.000000000000000000e+00
3.037520254965780264e+00, 4.183266007825213961e+00, 8.461904032149791810e-01, 3.636363636363636243e+00, 0.000000000000000000e+00
3.024727974074376213e+00, 4.183266007825213961e+00, 8.445543537766142528e-01, 3.636363636363636243e+00, 2.217532743852416652e-02
3.006106839328849922e+00, 4.183266007825213961e+00, 8.424460129081401405e-01, 3.636363636363636243e+00, 4.861236019843818978e-02
2.979271268922613736e+00, 4.183266007825213961e+00, 8.399757081708081330e-01, 3.636363636363636243e+00, 8.667019716349225189e-02
2.941139716269010940e+00, 4.183266007825213961e+00, 8.378434320627139442e-01, 3.636363636363636243e+00, 1.406477802401618626e-01
2.888115730564175809e+00, 4.183266007825213961e+00, 8.361567878832674161e-01, 3.636363636363636243e+00, 2.156105921095681499e-01
2.816639939797717318e+00, 4.183266007825213961e+00, 8.326728683878166226e-01, 3.636363636363636243e+00, 3.167313800375860522e-01
2.723921336415747518e+00, 4.183266007825213961e+00, 8.280031922809421019e-01, 3.636363636363636243e+00, 4.479128170830611877e-01
2.609550522595642796e+00, 4.183266007825213961e+00, 8.222478674059456871e-01, 3.636363636363636243e+00, 6.097298653327898332e-01
2.476996553486746855e+00, 4.183266007825213961e+00, 8.139152664997091335e-01, 3.636363636363636243e+00, 7.973767199424517393e-01
2.333956946628245266e+00, 4.183266007825213961e+00, 8.031161661768126958e-01, 3.636363636363636243e+00, 1.000000000000000000e+00
2.190955281844236602e+00, 4.183266007825213961e+00, 7.916525969730430212e-01, 3.636363636363636243e+00, 1.202623280057548483e+00
2.058498665288678087e+00, 4.183266007825213961e+00, 7.814642510444578249e-01, 3.636363636363636243e+00, 1.390270134667210167e+00
1.944189847897963341e+00, 4.183266007825214849e+00, 7.743055176386210992e-01, 3.636363636363636243e+00, 1.552087182916938923e+00
1.851521668706334944e+00, 4.183266007825213961e+00, 7.684917088629514836e-01, 3.636363636363636243e+00, 1.683268619962413837e+00
1.779970905029919059e+00, 4.183266007825213961e+00, 7.676340450180323405e-01, 3.636363636363636243e+00, 1.784389407890431656e+00
1.726923772185251504e+00, 4.183266007825213961e+00, 7.702877906157239440e-01, 3.636363636363636243e+00, 1.859352219759838221e+00
1.688873071491375111e+00, 4.183266007825213961e+00, 7.758148813869082394e-01, 3.636363636363636243e+00, 1.913329802836507776e+00
1.662596345844981727e+00, 4.183266007825213961e+00, 7.843296379184190315e-01, 3.636363636363636243e+00, 1.951387639801561935e+00
1.646123374433527520e+00, 4.183266007825213961e+00, 7.970004478020362715e-01, 3.636363636363636243e+00, 1.977824672561475872e+00
1.637999999999999901e+00, 4.183266007825213961e+00, 8.095426755839567612e-01, 3.636363636363636243e+00, 2.000000000000000000e+00
1.636486113762211314e+00, 4.183266007825213961e+00, 8.247413689363142231e-01, 3.636363636363636243e+00, 2.022175327438524128e+00
1.643326388235723190e+00, 4.183266007825213961e+00, 8.506153372591793715e-01, 3.636363636363636243e+00, 2.048612360198438065e+00
1.660567130672510050e+00, 4.183266007825213961e+00, 8.815207933543411922e-01, 3.636363636363636243e+00, 2.086670197163492446e+00
1.692109074633917132e+00, 4.183266007825213961e+00, 9.128729440976530718e-01, 3.636363636363636243e+00, 2.140647780240161779e+00
1.739986497421284195e+00, 4.183266007825213961e+00, 9.484259192550362760e-01, 3.636363636363636243e+00, 2.215610592109568344e+00
1.809155036756567858e+00, 4.183266007825213961e+00, 9.841324374599818015e-01, 3.636363636363636243e+00, 2.316731380037586163e+00
1.903600011056571173e+00, 4.183266007825213961e+00, 1.012115745354889018e+00, 3.636363636363636243e+00, 2.447912817083061299e+00
2.022541054438089070e+00, 4.183266007825213961e+00, 1.029691096178147358e+00, 3.636363636363636243e+00, 2.609729865332790055e+00
2.161477905124482568e+00, 4.183266007825213961e+00, 1.032619384603774337e+00, 3.636363636363636243e+00, 2.797376719942451295e+00
2.311537121233857128e+00, 4.183266007825213961e+00, 1.023565706241184703e+00, 3.636363636363636243e+00, 3.000000000000000000e+00
2.460896241787910110e+00, 4.183266007825213961e+00, 1.001567622609579100e+00, 3.636363636363636243e+00, 3.202623280057548705e+00
2.598421173438924647e+00, 4.183266007825213961e+00, 9.728351494080109685e-01, 3.636363636363636243e+00, 3.390270134667209945e+00
2.716384957848399839e+00, 4.183266007825213961e+00, 9.431411864738785678e-01, 3.636363636363636243e+00, 3.552087182916938701e+00
2.811729818017376203e+00, 4.183266007825213961e+00, 9.170993869305491542e-01, 3.636363636363636243e+00, 3.683268619962413837e+00
2.885055879235041143e+00, 4.183266007825213961e+00, 8.959518337689729162e-01, 3.636363636363636243e+00, 3.784389407890431656e+00
2.939289685862704005e+00, 4.183266007825213961e+00, 8.795299275466873512e-01, 3.636363636363636243e+00, 3.859352219759838221e+00
2.978209788093733934e+00, 4.183266007825213961e+00, 8.669864628244441374e-01, 3.636363636363636243e+00, 3.913329802836507554e+00
3.005555642133069583e+00, 4.183266007825213961e+00, 8.576363915803227878e-01, 3.636363636363636243e+00, 3.951387639801561935e+00
3.024509532685908386e+00, 4.183266007825213961e+00, 8.509168291192579225e-01, 3.636363636363636243e+00, 3.977824672561475872e+00
3.037520254965780264e+00, 4.183266007825213961e+00, 8.461904032149791810e-01, 3.636363636363636243e+00, 4.000000000000000000e+00
3.037520254965779820e+00, 4.327516559819187592e+00, 8.499677368558054003e-01, 3.727272727272727515e+00, 0.000000000000000000e+00
3.024727974074376213e+00, 4.327516559819187592e+00, 8.483316874174402500e-01, 3.727272727272727515e+00, 2.217532743852416652e-02
3.006106839328849922e+00, 4.327516559819187592e+00, 8.462233465489662487e-01, 3.727272727272727515e+00, 4.861236019843818978e-02
2.979271268922613736e+00, 4.327516559819187592e+00, 8.437530418116343522e-01, 3.727272727272727515e+00, 8.667019716349225189e-02
2.941139716269010940e+00, 4.327516559819187592e+00, 8.416207657035399414e-01, 3.727272727272727515e+00, 1.406477802401618626e-01
2.888115730564175809e+00, 4.327516559819187592e+00, 8.399341215240935243e-01, 3.727272727272727515e+00, 2.156105921095681499e-01
2.816639939797717318e+00, 4.327516559819187592e+00, 8.364502020286428419e-01, 3.727272727272727515e+00, 3.167313800375860522e-01
2.723921336415747518e+00, 4.327516559819186703e+00, 8.317805259217680991e-01, 3.727272727272727515e+00, 4.479128170830611877e-01
2.609550522595642796e+00, 4.327516559819187592e+00, 8.260252010467719064e-01, 3.727272727272727515e+00, 6.097298653327898332e-01
2.476996553486746855e+00, 4.327516559819187592e+00, 8.176926001405352418e-01, 3.727272727272727515e+00, 7.973767199424517393e-01
2.333956946628245266e+00, 4.327516559819187592e+00, 8.068934998176386930e-01, 3.727272727272727515e+00, 1.000000000000000000e+00
2.190955281844236602e+00, 4.327516559819187592e+00, 7.954299306138691295e-01, 3.727272727272727515e+00, 1.202623280057548483e+00
2.058498665288678087e+00, 4.327516559819187592e+00, 7.852415846852839332e-01, 3.727272727272727515e+00, 1.390270134667210167e+00
1.944189847897963341e+00, 4.327516559819188480e+00, 7.780828512794472074e-01, 3.727272727272727515e+00, 1.552087182916938923e+00
1.851521668706334944e+00, 4.327516559819187592e+00, 7.722690425037777029e-01, 3.727272727272727515e+00, 1.683268619962413837e+00
1.779970905029919059e+00, 4.327516559819187592e+00, 7.714113786588585597e-01, 3.727272727272727515e+00, 1.784389407890431656e+00
1.726923772185251504e+00, 4.327516559819187592e+00, 7.740651242565500523e-01, 3.727272727272727515e+00, 1.859352219759838221e+00
1.688873071491375111e+00, 4.327516559819187592e+00, 7.795922150277343476e-01, 3.727272727272727515e+00, 1.913329802836507776e+00
1.662596345844981505e+00, 4.327516559819187592e+00, 7.881069715592452507e-01, 3.727272727272727515e+00, 1.951387639801561935e+00
1.646123374433527520e+00, 4.327516559819187592e+00, 8.007777814428623797e-01, 3.727272727272727515e+00, 1.977824672561475872e+00
1.638000000000000123e+00, 4.327516559819187592e+00, 8.133200092247829804e-01, 3.727272727272727515e+00, 2.000000000000000000e+00
1.636486113762211314e+00, 4.327516559819187592e+00, 8.285187025771403313e-01, 3.727272727272727515e+00, 2.022175327438524128e+00
1.643326388235723412e+00, 4.327516559819186703e+00, 8.543926709000055908e-01, 3.727272727272727515e+00, 2.048612360198438065e+00
1.660567130672510050e+00, 4.327516559819187592e+00, 8.852981269951674115e-01, 3.727272727272727515e+00, 2.086670197163492446e+00
1.692109074633917132e+00, 4.327516559819187592e+00, 9.166502777384792910e-01, 3.727272727272727515e+00, 2.140647780240161779e+00
1.739986497421284195e+00, 4.327516559819187592e+00, 9.522032528958623843e-01, 3.727272727272727515e+00, 2.215610592109568344e+00
1.809155036756567858e+00, 4.327516559819187592e+00, 9.879097711008079097e-01, 3.727272727272727515e+00, 2.316731380037586163e+00
1.903600011056571173e+00, 4.327516559819187592e+00, 1.015893078995715015e+00, 3.727272727272727515e+00, 2.447912817083061299e+00
2.022541054438089070e+00, 4.327516559819187592e+00, 1.033468429818973355e+00, 3.727272727272727515e+00, 2.609729865332790055e+00
2.161477905124482568e+00, 4.327516559819187592e+00, 1.036396718244600557e+00, 3.727272727272727515e+00, 2.797376719942451295e+00
2.311537121233857128e+00, 4.327516559819187592e+00, 1.027343039882010922e+00, 3.727272727272727515e+00, 3.000000000000000000e+00
2.460896241787910110e+00, 4.327516559819187592e+00, 1.005344956250405319e+00, 3.727272727272727515e+00, 3.202623280057548705e+00
2.598421173438924647e+00, 4.327516559819187592e+00, 9.766124830488371877e-01, 3.727272727272727515e+00, 3.390270134667209945e+00
2.716384957848399839e+00, 4.327516559819187592e+00, 9.469185201147047870e-01, 3.727272727272727515e+00, 3.552087182916938701e+00
2.811729818017376203e+00, 4.327516559819187592e+00, 9.208767205713752624e-01, 3.727272727272727515e+00, 3.683268619962413837e+00
2.885055879235041143e+00, 4.327516559819187592e+00, 8.997291674097990244e-01, 3.727272727272727515e+00, 3.784389407890431656e+00
2.939289685862704005e+00, 4.327516559819187592e+00, 8.833072611875133484e-01, 3.727272727272727515e+00, 3.859352219759838221e+00
2.978209788093733934e+00, 4.327516559819187592e+00, 8.707637964652703566e-01, 3.727272727272727515e+00, 3.913329802836507554e+00
3.005555642133069583e+00, 4.327516559819187592e+00, 8.614137252211490070e-01, 3.727272727272727515e+00, 3.951387639801561935e+00
3.024509532685908386e+00, 4.327516559819187592e+00, 8.546941627600840308e-01, 3.727272727272727515e+00, 3.977824672561475872e+00
3.037520254965779820e+00, 4.327516559819187592e+00, 8.499677368558054003e-01, 3.727272727272727515e+00, 4.000000000000000000e+00
3.037520254965780264e+00, 4.471767111813160334e+00, 8.537450704966313975e-01, 3.818181818181818343e+00, 0.000000000000000000e+00
3.024727974074376213e+00, 4.471767111813160334e+00, 8.521090210582664692e-01, 3.818181818181818343e+00, 2.217532743852416652e-02
3.006106839328849922e+00, 4.471767111813160334e+00, 8.500006801897923570e-01, 3.818181818181818343e+00, 4.861236019843818978e-02
2.979271268922613736e+00, 4.471767111813160334e+00, 8.475303754524603495e-01, 3.818181818181818343e+00, 8.667019716349225189e-02
2.941139716269010940e+00, 4.471767111813160334e+00, 8.453980993443661607e-01, 3.818181818181818343e+00, 1.406477802401618626e-01
2.888115730564175809e+00, 4.471767111813160334e+00, 8.437114551649196326e-01, 3.818181818181818343e+00, 2.156105921095681499e-01
2.816639939797717318e+00, 4.471767111813160334e+00, 8.402275356694688391e-01, 3.818181818181818343e+00, 3.167313800375860522e-01
2.723921336415747518e+00, 4.471767111813159445e+00, 8.355578595625942073e-01, 3.818181818181818343e+00, 4.479128170830611877e-01
2.609550522595642796e+00, 4.471767111813160334e+00, 8.298025346875980146e-01, 3.818181818181818343e+00, 6.097298653327898332e-01
2.476996553486746855e+00, 4.471767111813160334e+00, 8.214699337813612390e-01, 3.818181818181818343e+00, 7.973767199424517393e-01
2.333956946628245266e+00, 4.471767111813160334e+00, 8.106708334584648012e-01, 3.818181818181818343e+00, 1.000000000000000000e+00
2.190955281844236602e+00, 4.471767111813160334e+00, 7.992072642546952377e-01, 3.818181818181818343e+00, 1.202623280057548483e+00
2.058498665288678087e+00, 4.471767111813160334e+00, 7.890189183261100414e-01, 3.818181818181818343e+00, 1.390270134667210167e+00
1.944189847897963563e+00, 4.471767111813161222e+00, 7.818601849202733156e-01, 3.818181818181818343e+00, 1.552087182916938923e+00
1.851521668706334944e+00, 4.471767111813160334e+00, 7.760463761446038111e-01, 3.818181818181818343e+00, 1.683268619962413837e+00
1.779970905029919059e+00, 4.471767111813160334e+00, 7.751887122996845569e-01, 3.818181818181818343e+00, 1.784389407890431656e+00
1.726923772185251504e+00, 4.471767111813160334e+00, 7.778424578973761605e-01, 3.818181818181818343e+00, 1.859352219759838221e+00
